file,label,features,feat_len
data/audio_cat-classification/NAYA_DATA_AUG1X/Paining/car_extcoll0343.mp3,Paining,"[-299.2606201171875, 169.10400390625, -38.074623107910156, 51.81635284423828, 29.567598342895508, -10.132977485656738, 24.728374481201172, -6.089372158050537, -7.91851282119751, 8.981346130371094, -6.7359619140625, 5.3523759841918945, 4.108993053436279, -6.57942008972168, 2.701991319656372, -1.4153964519500732, -1.5862191915512085, -0.6229477524757385, -8.726372718811035, -4.025018692016602, 0.40785840153694153, 0.08867021650075912, -0.2401501089334488, 0.05649864301085472, 0.047040168195962906, 0.019875984638929367, 0.1053977832198143, -0.04278574511408806, -0.06865251064300537, -0.01924809254705906, -0.05554899573326111, 0.023311475291848183, 0.034129548817873, -0.020794685930013657, 0.02276013232767582, 0.03624523803591728, 0.05717156454920769, 0.052789218723773956, -0.03518412634730339, -0.019017226994037628, -0.37788042426109314, -0.11671258509159088, 0.13949242234230042, -0.10543601959943771, -0.003905966179445386, 0.05225009098649025, -0.07889224588871002, 0.02656705491244793, 0.03936496749520302, -0.020704805850982666, 0.0505831241607666, 0.010936565697193146, -0.018070917576551437, 0.05631005018949509, 0.05336380749940872, 0.014262501150369644, -0.015251634642481804, 0.003030754392966628, 0.05784100666642189, 0.03852250427007675, 944.7725203191911, 4.784128759638406e-05, 1918.5919608778627]",63
data/audio_cat-classification/NAYA_DATA_AUG1X/Paining/cat_coll0156_aug1(1).mp3,Paining,"[-291.199951171875, 35.70106506347656, -46.13178634643555, -13.643104553222656, -5.281230926513672, -14.408777236938477, -0.1214112788438797, -19.423673629760742, -9.357516288757324, -14.996383666992188, -0.1760656088590622, -15.258139610290527, -12.92053508758545, -6.556086540222168, -10.064431190490723, 4.607428073883057, 1.526042103767395, 7.8044867515563965, 3.920680284500122, -6.585391998291016, 0.4652225971221924, 0.13013271987438202, -0.050009097903966904, 0.02481556124985218, 0.02273797243833542, -0.06894645094871521, 0.014439008198678493, -0.006979578640311956, -0.0809730589389801, -0.04824786260724068, -0.025270165875554085, -0.043074265122413635, -0.049499768763780594, 0.0034692706540226936, 0.01058199256658554, 0.01963759958744049, -0.024999091401696205, 0.0072675663977861404, 0.03152051195502281, -0.08144806325435638, -0.6252216100692749, -0.12745866179466248, -0.015221698209643364, 0.10209095478057861, 0.011262896470725536, 0.033865705132484436, 0.03902744501829147, 0.01894446648657322, 0.01297758985310793, 0.07964782416820526, 0.0781121775507927, 0.022151146084070206, 0.043019626289606094, 0.033459391444921494, 0.011045959778130054, -0.028692826628684998, -0.0457950159907341, -0.0842478945851326, 0.0021556292194873095, -0.012510309927165508, 3651.549835450785, 0.1564510613679886, 7027.126783288043]",63
data/audio_cat-classification/NAYA_DATA_AUG1X/Paining/Online_Cat0355hlp.mp3,Paining,"[-235.3507080078125, 114.37291717529297, -55.69231033325195, 43.15960693359375, -16.20058250427246, 10.088897705078125, 18.48076820373535, -6.474832534790039, 15.995917320251465, -12.171107292175293, 1.8487591743469238, 0.27911779284477234, -1.430190086364746, 25.41190528869629, 13.244961738586426, 15.004632949829102, 2.715471029281616, -7.827305316925049, -4.496708393096924, -13.671717643737793, 0.8189906477928162, 0.2727830708026886, 0.04519772529602051, -0.17320068180561066, -0.28830137848854065, -0.10743224620819092, -0.025840459391474724, 0.08108196407556534, -0.103567935526371, -0.3288087546825409, -0.1524171531200409, -0.18993845582008362, -0.21466587483882904, 0.1173926591873169, 0.2667466998100281, 0.1857854276895523, 0.16243775188922882, 0.0831027626991272, -0.10483577102422714, -0.2015196681022644, -0.17613576352596283, -0.01807234436273575, 0.28426697850227356, -0.05152036249637604, 0.062132932245731354, -0.0705428197979927, -0.0744669958949089, 0.022408341988921165, -0.06650788336992264, -0.015695972368121147, -0.024805409833788872, 0.007001284975558519, -0.04643955081701279, -0.054835014045238495, 0.040474992245435715, -0.05454582720994949, -0.019632255658507347, 0.022706564515829086, 0.025053517892956734, 0.08615101873874664, 1622.8993977627401, 6.793011561967432e-05, 2731.1017335766423]",63
data/audio_cat-classification/NAYA_DATA_AUG1X/Paining/car_extcoll0223.mp3,Paining,"[-323.204833984375, 53.84489059448242, -19.90813446044922, -28.3800106048584, -18.906099319458008, 3.6821043491363525, -0.9073883891105652, -20.948158264160156, -7.530620098114014, -4.073173522949219, -16.51793670654297, -1.335869550704956, -12.013890266418457, -8.662469863891602, 11.676724433898926, 6.304564952850342, 10.645744323730469, -9.224538803100586, -9.8596830368042, -2.161968946456909, 0.1851433962583542, 0.21023915708065033, 0.10676669329404831, -0.0006048474460840225, 0.011977961286902428, 0.007398516871035099, -0.0239309873431921, -0.043017562478780746, -0.007498058490455151, -0.00016498997865710407, -0.038687724620103836, -0.06649491935968399, -0.014807560481131077, 0.02081420086324215, -0.0009271872113458812, -0.03641042113304138, -0.03950956463813782, -0.007461458444595337, -0.0049304659478366375, 0.016477202996611595, -0.20761533081531525, -0.1269901692867279, 0.09146390110254288, 0.08186916261911392, 0.006837110035121441, -0.03536341339349747, -0.00932482723146677, 0.01716848649084568, 0.017085714265704155, 0.005852405913174152, 0.024439780041575432, 0.010841341689229012, 0.015335094183683395, 0.030490897595882416, 0.011638096533715725, -0.01474815048277378, -0.008296201936900616, 0.022792790085077286, -0.010150324553251266, -0.023598110303282738, 2407.1830294165466, 0.01716097816824913, 5114.720354037047]",63
data/audio_cat-classification/NAYA_DATA_AUG1X/Paining/Edit9008Hlp_aug1(1).mp3,Paining,"[-183.19384765625, 26.6098690032959, -33.31483840942383, 0.9436960816383362, -3.256791114807129, 6.687228679656982, -18.5483341217041, -5.66085147857666, -10.384210586547852, -4.088620185852051, 0.023877844214439392, -4.018454074859619, 5.943674087524414, 4.306249618530273, -4.492722034454346, -14.37455940246582, -7.596660614013672, -0.2936536967754364, 1.188429832458496, -4.459227561950684, -3.882511615753174, -0.7696805000305176, 0.8090106248855591, -0.0824352577328682, 0.09526680409908295, -0.08877574652433395, 0.1398780196905136, 0.25081735849380493, 0.1732666939496994, 0.2285812646150589, -0.04265132546424866, -0.013484770432114601, -0.19863314926624298, -0.4009665548801422, 0.0726703330874443, 0.3596246838569641, 0.12527728080749512, -0.1151292622089386, -0.0703422874212265, 0.19345901906490326, -1.736560344696045, -0.08167201280593872, 0.35102009773254395, -0.07097099721431732, -0.019133899360895157, 0.003225324908271432, 0.02365766279399395, 0.07185353338718414, 0.026280412450432777, -0.01988089457154274, -0.03264208137989044, -0.05251022428274155, -0.10981731861829758, -0.07687539607286453, 0.1602848470211029, 0.12853418290615082, 0.0587775744497776, -0.02422480471432209, 0.018822360783815384, 0.07825594395399094, 2917.7752491693013, 0.0808199942111969, 5448.879172585227]",63
data/audio_cat-classification/NAYA_DATA_AUG1X/Paining/Cat_YoutubeLLT42383_aug1(1).mp3,Paining,"[-141.07882690429688, 48.69453048706055, -18.487342834472656, -12.629347801208496, -16.20456314086914, -9.638360023498535, -9.27285099029541, -18.053804397583008, -17.74687385559082, -14.985004425048828, -15.158774375915527, -0.7422974109649658, -0.15163534879684448, -5.07917594909668, -5.390465259552002, -9.510672569274902, -7.684122085571289, 3.562751531600952, 10.02099895477295, -4.538925647735596, 1.144755244255066, 0.26647019386291504, 0.2012374848127365, 0.20963610708713531, -0.19448791444301605, -0.12639741599559784, -0.11512518674135208, -0.1641465127468109, -0.004543252754956484, -0.044193193316459656, -0.011906048282980919, 0.07070082426071167, 0.016260864213109016, 0.06860507279634476, 0.05310763418674469, 0.009455669671297073, -0.06481719017028809, -0.01616368256509304, -0.05950082466006279, -0.02250830829143524, -0.893297016620636, 0.35593152046203613, 0.011530068702995777, 0.10380325466394424, 0.006458163261413574, -0.0890980064868927, 0.009854921139776707, -0.08923696726560593, -0.020060094073414803, -0.03853964805603027, -0.10070142149925232, -0.014348997734487057, 0.04141850396990776, -0.006279308814555407, -0.014107867144048214, -0.03151687607169151, -0.016242612153291702, 0.04387383162975311, -0.024950934574007988, -0.0038841257337480783, 3214.6270334572127, 0.08563849329948425, 6636.141690340909]",63
data/audio_cat-classification/NAYA_DATA_AUG1X/Paining/cat_youtube01200_aug1(1).mp3,Paining,"[-216.29193115234375, 52.54498291015625, -6.656618118286133, 3.656619071960449, -10.696512222290039, -17.277734756469727, -21.420886993408203, -27.65342140197754, -17.86857795715332, -23.414501190185547, -21.08797836303711, -21.39104652404785, -14.850159645080566, -12.915637016296387, -8.756360054016113, -2.1822173595428467, -8.273871421813965, -0.6432115435600281, -6.940637111663818, -6.340594291687012, -0.08555643260478973, -0.07271405309438705, -0.02533997967839241, -0.02224825695157051, -0.026116469874978065, -0.007819515652954578, -0.007604785263538361, -0.010743321850895882, -0.05288434401154518, -0.06305904686450958, -0.12242177128791809, -0.13745389878749847, -0.10432261228561401, -0.019329223781824112, 0.003745465539395809, 0.015153287909924984, 0.05021452531218529, 0.046566590666770935, -0.06538773328065872, -0.13350379467010498, -0.3128621280193329, 0.061382878571748734, 0.0952141210436821, 0.06907697767019272, -0.000998417497612536, 0.035779546946287155, 0.02638746052980423, 0.048388075083494186, 0.0772741436958313, 0.045103058218955994, 0.0699584111571312, 0.11147017031908035, 0.06452769041061401, 0.07631386816501617, 0.01808611862361431, 0.033582452684640884, 0.0355323851108551, 0.010117832571268082, 0.031799644231796265, 0.013142922893166542, 3149.8273596327426, 0.03350648656487465, 6771.140473464439]",63
data/audio_cat-classification/NAYA_DATA_AUG1X/Paining/Online_Cat0508Hlp.mp3,Paining,"[-298.2228088378906, 88.1714096069336, -49.59610366821289, 30.061853408813477, -7.677304267883301, 15.045656204223633, -10.701729774475098, 13.526789665222168, -10.035500526428223, 1.163849949836731, -0.8925144672393799, 12.259382247924805, 13.70084285736084, 3.521061420440674, 1.6948720216751099, -13.953280448913574, -3.3971951007843018, 1.4798790216445923, -3.5368237495422363, -12.57400131225586, 1.0393108129501343, 0.02149166725575924, -0.38912010192871094, 0.07410305738449097, -0.17998778820037842, 0.01809113845229149, -0.06536035239696503, -0.05915383994579315, -0.094953253865242, -0.027560504153370857, -0.022521454840898514, -0.012761962600052357, 0.01328738871961832, -0.0658414363861084, -0.012877034954726696, -0.06416478008031845, -0.060506876558065414, -0.012752537615597248, -0.016947930678725243, -0.015153862535953522, -0.3438611626625061, -0.1483098417520523, 0.06576123833656311, -0.051435064524412155, 0.031602878123521805, 0.03498873487114906, 0.05595892295241356, 0.03734901547431946, 0.009493328630924225, 0.010028067976236343, 0.015443404205143452, -0.0069175176322460175, -0.10552503168582916, -0.07612492889165878, -0.009541966021060944, 0.03868666663765907, 0.04343706741929054, 0.025105586275458336, 0.007150918245315552, -0.037608224898576736, 2163.643366086567, 0.007089207414537668, 3613.302393279007]",63
data/audio_cat-classification/NAYA_DATA_AUG1X/Paining/cat_coll0177.mp3,Paining,"[-248.89625549316406, 50.943599700927734, -96.85609436035156, -16.87047004699707, -16.70287322998047, -31.82729148864746, 2.6508846282958984, -20.409170150756836, -27.873546600341797, -15.013103485107422, -16.37588882446289, -10.759439468383789, 3.172067642211914, 18.092252731323242, -2.8600075244903564, -3.440491199493408, -4.896592617034912, -9.500711441040039, 2.976405382156372, 9.066000938415527, 2.7672417163848877, -0.643836498260498, -0.7154030799865723, 0.006528977304697037, -0.05003191530704498, -0.27563726902008057, -0.046065717935562134, 0.14995886385440826, -0.054669324308633804, -0.08416710048913956, 0.20426307618618011, 0.30330467224121094, -0.16695906221866608, -0.03682251647114754, -0.06265616416931152, -0.2624911367893219, 0.11657911539077759, 0.24250459671020508, -0.14348559081554413, -0.12564881145954132, -0.5624977946281433, -0.04188179969787598, -0.2507353723049164, 0.13335353136062622, -0.04002559930086136, 0.00902730505913496, -0.06323642283678055, 0.15668241679668427, 0.14820332825183868, 0.037711530923843384, 0.18332472443580627, -0.08173923939466476, -0.008191291242837906, -0.06075649335980415, -0.182302787899971, 0.026820572093129158, 0.02519117295742035, -0.0030960829462856054, -0.03036014549434185, 0.024034494534134865, 2763.6029943988124, 0.06975175440311432, 5019.294649011948]",63
data/audio_cat-classification/NAYA_DATA_AUG1X/Paining/Cat_YoutubeLLT42380.mp3,Paining,"[-189.08982849121094, 106.14649200439453, -35.84733581542969, 29.125164031982422, -3.243309259414673, 16.235822677612305, -8.043371200561523, 4.41079044342041, 2.5988547801971436, -9.09386920928955, 6.396547317504883, -9.553189277648926, 0.2696026861667633, 2.1232569217681885, 11.00414752960205, 2.5957834720611572, -15.617155075073242, -7.4291911125183105, -8.952792167663574, 10.456554412841797, 4.899544715881348, 1.2542210817337036, -0.05149441584944725, 0.41017335653305054, -0.2629833221435547, 0.07791830599308014, 0.054467517882585526, 0.1700727492570877, -0.06728280335664749, 0.05313921347260475, -0.15257884562015533, 0.13918782770633698, 0.2047540694475174, 0.240451842546463, 0.1013975441455841, -0.22783556580543518, -0.23143316805362701, 0.11407127976417542, 0.10778216272592545, -0.0025198098737746477, -2.753521680831909, -0.9525744915008545, 0.03966103494167328, -0.4355764091014862, -0.04101640731096268, -0.20950983464717865, 0.17181415855884552, -0.02566046081483364, -0.048452723771333694, 0.012633543461561203, 0.04395049437880516, 0.04416588693857193, -0.02340785600244999, -0.06708180904388428, 0.14588741958141327, -0.014933092519640923, 0.09201887249946594, -0.043792616575956345, 0.026603873819112778, -0.07647106051445007, 2024.656196206909, 0.014950590208172798, 3782.8549033717104]",63
data/audio_cat-classification/NAYA_DATA_AUG1X/Paining/Online_Cat0336hlp_aug1(1).mp3,Paining,"[-194.16543579101562, 93.15081024169922, -46.76154708862305, 7.362552165985107, 9.366294860839844, -15.468935012817383, 19.127593994140625, 6.065306186676025, -8.705808639526367, 9.953950881958008, -1.9386707544326782, -0.08310671895742416, 18.626182556152344, 15.670121192932129, 17.34966468811035, 10.809321403503418, -4.58268928527832, -2.7896883487701416, -1.5760564804077148, -3.6466996669769287, -0.3863697052001953, -0.19079208374023438, 0.33141273260116577, 0.06332138180732727, 0.06089487671852112, 0.19464774429798126, 0.06366127729415894, 0.1679086834192276, 0.09363966435194016, 0.13342596590518951, 0.16260261833667755, -0.08308904618024826, -0.07232754677534103, -0.009156485088169575, -0.05805838480591774, 0.05671408027410507, 0.10731954127550125, -0.06098616495728493, -0.09289302676916122, 0.0050744591280817986, 0.01649600826203823, 0.10136976838111877, -0.059264689683914185, -0.05651574954390526, -0.004634798038750887, 0.028983989730477333, -0.017976580187678337, -0.05278954282402992, -0.0026855384930968285, -0.017615022137761116, -0.0422687791287899, 0.035687632858753204, 0.023672742769122124, -0.024316787719726562, -0.027907976880669594, 0.04540630802512169, 0.04739133641123772, -0.011098022572696209, -0.024850159883499146, 0.014741003513336182, 1920.0344423967035, 0.004195567686110735, 3187.071239165146]",63
data/audio_cat-classification/NAYA_DATA_AUG1X/Paining/Online_Cat0416hlp.mp3,Paining,"[-229.28135681152344, 79.2059326171875, -90.31813049316406, -13.989603996276855, -41.389461517333984, -9.21743106842041, -33.16501235961914, -21.1281795501709, -12.095705032348633, -20.54038429260254, -10.357483863830566, -21.032167434692383, -22.137054443359375, -0.35224485397338867, -13.950447082519531, 1.4176486730575562, -3.998955011367798, -6.125315189361572, -2.470407247543335, -6.841639041900635, 1.5201668739318848, 0.42298486828804016, -0.3655860126018524, -0.030528703704476357, -0.10820543020963669, -0.029340390115976334, -0.051110733300447464, -0.04361744597554207, -0.023492984473705292, -0.055249232798814774, -0.007837527431547642, -0.05491174757480621, -0.09053990989923477, -0.024411464110016823, -0.05721993371844292, 0.05076301470398903, 0.03444352000951767, -0.03272249177098274, -0.034581370651721954, -0.03556767478585243, -0.8144728541374207, -0.3142277002334595, 0.22955550253391266, 0.15420155227184296, 0.053693659603595734, 0.08445373922586441, 0.14236344397068024, 0.11007270961999893, 0.08539263904094696, 0.04127213731408119, 0.06491467356681824, 0.09305185824632645, 0.04404875636100769, 0.007777849677950144, 0.05551518499851227, 0.05064953491091728, -0.0019684280268847942, 0.022260859608650208, 0.00040346538298763335, 0.040422290563583374, 2265.556078306356, 0.00581247778609395, 3719.5157564603364]",63
data/audio_cat-classification/NAYA_DATA_AUG1X/Paining/cat_coll0178_aug1(1).mp3,Paining,"[-290.0577392578125, 4.813766956329346, -91.48971557617188, -10.02414608001709, -8.916104316711426, -8.739081382751465, 0.5857746005058289, -12.203917503356934, -17.101158142089844, -4.120764255523682, -3.801950216293335, -11.374180793762207, -0.48632311820983887, 16.51797866821289, 7.390446186065674, 10.319883346557617, 15.673198699951172, -4.855766773223877, -8.813417434692383, -0.14726068079471588, -3.402306318283081, -0.6824434995651245, 2.092374324798584, 0.40325188636779785, 0.32882964611053467, 0.3116223216056824, -0.10729105770587921, 0.3663112223148346, 0.2233513444662094, -0.4746873676776886, -0.061091262847185135, -0.2297709733247757, -0.6504085063934326, 0.18118779361248016, 0.47963327169418335, -0.3033069372177124, -0.6222620010375977, -0.02029883861541748, 0.528214693069458, 0.38022947311401367, -1.477849006652832, -0.10845280438661575, 0.27492770552635193, 0.022548114880919456, 0.1200956478714943, 0.13075898587703705, 0.24734249711036682, 0.17812784016132355, 0.052009955048561096, 0.07951032370328903, 0.03992687910795212, -0.07272019982337952, -0.04802069067955017, 0.14041095972061157, 0.13402804732322693, 0.11305540800094604, -0.09798187762498856, 0.02345309779047966, 0.19906368851661682, 0.07965926080942154, 2926.664768691119, 0.07991326600313187, 4614.5276521381575]",63
data/audio_cat-classification/NAYA_DATA_AUG1X/Paining/cat_flickr0199_aug1(1).mp3,Paining,"[-201.743408203125, 1.0859169960021973, -49.54415512084961, 14.228585243225098, 28.556114196777344, -9.968892097473145, -12.67182445526123, 10.269862174987793, -5.409404754638672, 3.2513110637664795, -18.954212188720703, 5.200838565826416, 1.7113678455352783, 4.7411017417907715, 6.825023651123047, 21.458677291870117, 4.667071342468262, -8.545600891113281, -3.0125303268432617, -3.579275608062744, 1.394500494003296, 0.3849125802516937, 0.14402422308921814, 0.1107853502035141, 0.15983045101165771, 0.05382232740521431, 0.019430994987487793, -0.03845013305544853, -0.04959739372134209, -0.06040181964635849, -0.025399331003427505, 0.02921445108950138, -0.018921930342912674, -0.003322969190776348, 0.015743855386972427, 0.0006982394843362272, 0.015113156288862228, 0.0361194871366024, -0.03240620344877243, -0.014877693727612495, 0.0030581627506762743, -0.009168650954961777, 0.007749252486974001, 0.0279951561242342, 0.019821766763925552, -0.0047570145688951015, -0.01022328156977892, 0.002959012985229492, -0.016985232010483742, 0.014854622073471546, 0.016854461282491684, -0.0051300846971571445, 0.014217078685760498, 0.002388920169323683, -0.0008504058350808918, 0.000808357319328934, 0.00475630396977067, 0.029759734869003296, -0.0021903973538428545, -0.04065723717212677, 2986.635388955908, 0.11142583936452866, 5184.580078125]",63
data/audio_cat-classification/NAYA_DATA_AUG1X/Paining/cat_149_aug1(1).mp3,Paining,"[-244.6104736328125, 84.86644744873047, 5.645986557006836, 63.48126220703125, -24.16801643371582, 41.19799041748047, 6.155852794647217, 20.117462158203125, 11.723893165588379, 0.6989362835884094, 10.000182151794434, 7.90257453918457, 10.595460891723633, 8.762264251708984, 10.481616020202637, -3.0975852012634277, 3.195812225341797, 1.0634428262710571, 6.514782428741455, 9.389126777648926, 2.242457866668701, 0.7855504751205444, 0.11829808354377747, 0.3780598044395447, -0.11076486110687256, 0.2536486089229584, 0.050888292491436005, 0.12200380861759186, 0.09131021052598953, 0.10197784006595612, 0.07203612476587296, -0.053740356117486954, 0.06233756244182587, 0.04961690679192543, 0.10026516765356064, 0.012869405560195446, 0.03353194519877434, 0.06007914990186691, 0.08158756047487259, 0.026355743408203125, 0.1372193694114685, -0.08340748399496078, 0.03187078610062599, 0.008883021771907806, 0.058587901294231415, -0.05153222754597664, -0.0112076411023736, 0.02093048393726349, -0.0023581215646117926, -0.004746987484395504, 0.006408989895135164, 0.005909414030611515, -0.02973666787147522, -0.012281255796551704, -0.013668753206729889, 0.024232279509305954, 0.00424208352342248, -0.03208343684673309, -0.0005288726533763111, 0.0027728485874831676, 1658.561790992442, 0.018401043489575386, 4115.3855543870195]",63
data/audio_cat-classification/NAYA_DATA_AUG1X/Paining/Cat_YoutubeLLT42342.mp3,Paining,"[-323.15228271484375, 45.98649215698242, 12.192094802856445, 17.124126434326172, 4.372641563415527, 13.215984344482422, 22.022151947021484, -4.289246559143066, -10.063434600830078, -0.8550010919570923, 16.620410919189453, 5.156991958618164, -6.384079456329346, 1.7179526090621948, 5.445415496826172, 3.4903793334960938, 2.9944443702697754, 2.546807050704956, -4.567539215087891, 5.701731204986572, 1.3934898376464844, 0.6563448905944824, 0.15804064273834229, 0.044994961470365524, 0.06694083660840988, 0.06222525238990784, 0.07170188426971436, 0.006504330784082413, 0.035279836505651474, 0.046983376145362854, 0.00683779688552022, 0.05092215910553932, 0.04487990960478783, 0.012305604293942451, 0.03335237130522728, 0.04322195053100586, 0.032820675522089005, 0.028832856565713882, -0.013287470676004887, 0.028381869196891785, 0.037401147186756134, -0.03317819535732269, 0.012745417654514313, -0.025978541001677513, -0.034903690218925476, -0.009914780035614967, -0.008405412547290325, 0.003083674004301429, 0.005268451292067766, 0.004675537813454866, 0.018847273662686348, -0.011470071040093899, 0.002376292599365115, -0.009018897078931332, 0.008225837722420692, 0.006994022522121668, -0.018216267228126526, 0.00469267787411809, 0.020487388595938683, 0.03224809467792511, 3205.8673900227072, 0.07972022891044617, 6198.134029111383]",63
data/audio_cat-classification/NAYA_DATA_AUG1X/Paining/a1.mp3,Paining,"[-153.705078125, 88.16242218017578, -33.419715881347656, 6.738551139831543, 1.0787625312805176, 4.639755725860596, 8.930225372314453, 5.883706092834473, 3.566556215286255, -5.478268146514893, 7.689815044403076, -2.579602003097534, 13.94163703918457, 18.510414123535156, 14.285784721374512, 5.3185577392578125, 2.1632933616638184, -6.263083457946777, -3.224423885345459, 1.2574270963668823, 0.4799344837665558, 0.19104495644569397, -0.05122607946395874, 0.05724898353219032, 0.07897771894931793, 0.048238568007946014, 0.01930581033229828, 0.016336513683199883, -0.014023525640368462, -0.05454505607485771, 0.021985232830047607, -0.005228891968727112, 0.04673721268773079, 0.008983742445707321, -0.026678280904889107, -0.016520408913493156, -0.0036392081528902054, 0.009387878701090813, 0.02481788396835327, -0.007048136554658413, -0.4760797619819641, -0.34271150827407837, 0.057778600603342056, -0.013958970084786415, -0.05656277760863304, -0.06447717547416687, -0.06678783893585205, 0.025594213977456093, 0.02677486650645733, 0.0058244382962584496, 0.02854759991168976, -0.03551507368683815, -0.036463700234889984, -0.011988525278866291, -0.009935509413480759, -0.014314360916614532, -0.019974950700998306, -0.0029888504650443792, -0.008872458711266518, -0.014712660573422909, 1841.5662847568117, 0.014836638234555721, 3153.876819349315]",63
data/audio_cat-classification/NAYA_DATA_AUG1X/Paining/cat_coll0164_aug1(1).mp3,Paining,"[-244.01564025878906, 57.75275802612305, -70.81158447265625, -30.933130264282227, -2.107604742050171, -24.311033248901367, -9.545754432678223, -9.090675354003906, -24.01079750061035, -10.79641056060791, -4.2353129386901855, -4.751070022583008, 8.198674201965332, 5.421083450317383, -11.3335542678833, -8.443021774291992, -1.9486409425735474, 1.8634613752365112, 3.5403361320495605, 3.1764283180236816, 5.5555548667907715, 0.9811672568321228, -0.37619727849960327, -0.3623686730861664, 0.20556187629699707, -0.41883915662765503, -0.372415155172348, -0.02731071412563324, -0.1970546841621399, -0.22837086021900177, -0.1636187881231308, -0.23159730434417725, -0.22651027143001556, -0.1654394268989563, -0.1834741234779358, -0.04764878377318382, 0.11681339144706726, -0.030733304098248482, 0.030315035954117775, 0.0742979422211647, -0.041371576488018036, 0.09593529999256134, -0.13027608394622803, -0.16941988468170166, -0.00864317175000906, 0.06543918699026108, 0.02129879593849182, -0.011372227221727371, 0.007795314304530621, 0.020729342475533485, -0.02923966571688652, 0.020251041278243065, 0.03058503195643425, 0.14889326691627502, 0.1255532205104828, 0.010485688224434853, -0.07261966168880463, -0.10579334944486618, -0.1033092513680458, -0.058001309633255005, 2515.0337682469412, 0.12811727821826935, 4634.227715163935]",63
data/audio_cat-classification/NAYA_DATA_AUG1X/Paining/YASH_LLT_Help3003 (2).mp3,Paining,"[-273.5028991699219, 135.0140838623047, 49.87766647338867, 53.69942855834961, 11.270706176757812, 5.1950225830078125, 14.224702835083008, 14.387520790100098, 2.2171008586883545, 4.72736930847168, 8.856935501098633, 2.574558973312378, -1.547518014907837, 4.1429948806762695, -0.31741395592689514, 2.640883207321167, 5.461843013763428, -0.733827531337738, -0.8587298393249512, 1.5477889776229858, 0.8235628604888916, 0.4530119001865387, 0.18990150094032288, 0.06329493969678879, 0.07006052881479263, 0.0021362020634114742, -0.009050107561051846, -0.012560326606035233, 0.000870928808581084, -0.0016333790263161063, -0.02834709733724594, -0.03223632648587227, 0.00324695510789752, 0.01591755636036396, 0.006659582257270813, -0.013458942994475365, 0.037031929939985275, 0.028221067041158676, -0.011339972727000713, 0.006937180180102587, -0.3822419047355652, -0.17726747691631317, -0.06340759247541428, -0.039238136261701584, 0.016208654269576073, -0.0016067961696535349, -0.03174135461449623, -0.03290724381804466, 0.0048308176919817924, -0.02617480792105198, -0.025018317624926567, -0.008047856390476227, -0.023472825065255165, -0.054518330842256546, -0.004575882572680712, 0.03102922812104225, -0.0031845427583903074, -0.03375899791717529, -0.005724900867789984, 0.0332215242087841, 1025.8826393479555, 0.002047396032139659, 2152.1954436800374]",63
data/audio_cat-classification/NAYA_DATA_AUG1X/Paining/Cat_YoutubeLLT42381.mp3,Paining,"[-286.2000732421875, 50.95476150512695, -17.205549240112305, -4.385321140289307, -1.291387915611267, -10.288930892944336, -10.693084716796875, -22.156143188476562, -17.332674026489258, -20.885417938232422, -16.667627334594727, -6.449368476867676, -7.739817142486572, -6.068320274353027, -12.014527320861816, -9.140088081359863, -4.9063520431518555, 4.300990104675293, 1.2237193584442139, -11.555768013000488, 0.944695770740509, 0.3298760652542114, -0.22940663993358612, -0.18551653623580933, 0.06941317766904831, 0.13967032730579376, 0.12917384505271912, -0.022583145648241043, 0.06164581701159477, -0.03100571036338806, -0.08976268768310547, -0.09942522644996643, -0.015320288948714733, -0.08653520047664642, -0.10424430668354034, -0.1097879707813263, -0.17783643305301666, -0.0989014059305191, 0.06898634135723114, 0.12011253088712692, -0.7771674990653992, 0.07794419676065445, -0.015081796795129776, 0.003915710374712944, 0.07083941251039505, -0.008698510937392712, 0.013250966556370258, 0.07350742071866989, -0.026959918439388275, 0.04818686097860336, 0.0018518716096878052, 0.013189241290092468, 0.02810840494930744, 0.06896080821752548, 0.1262582689523697, 0.04244723916053772, 0.038181304931640625, 0.04817990958690643, 0.00268756365403533, 0.06957893073558807, 3370.0418441652314, 0.06582615524530411, 7415.559422692587]",63
