,file,category,features,feat_len,category
2754,data/audio_cat-classification/NAYA_DATA_AUG1X/Warning/cat_flickr01472_aug1(1).mp3,cat,"[-185.99411010742188, 96.93763732910156, -44.24290084838867, -3.1015732288360596, -14.31706714630127, 9.685369491577148, -0.14555755257606506, -14.604103088378906, -9.286654472351074, -3.605382204055786, -2.97829270362854, -11.267040252685547, -5.465351104736328, 5.334690570831299, -8.783024787902832, -13.866562843322754, -3.166738986968994, -3.3417272567749023, -0.49344754219055176, -2.5339276790618896, -0.39912208914756775, -0.2534698247909546, -0.225534588098526, -0.1380750834941864, 0.033095505088567734, 0.1624169498682022, 0.0606851801276207, -0.03272275999188423, -0.0036818357184529305, -0.005270295310765505, -0.08715318888425827, -0.05112188309431076, 0.031834691762924194, 0.08221474289894104, 0.05224565416574478, 0.0350450724363327, 0.02341971918940544, -0.021218860521912575, -0.05376240983605385, -0.00500071607530117, -1.7356960773468018, -0.14409230649471283, 0.17684991657733917, 0.00460892915725708, 0.025507202371954918, -0.09823556989431381, -0.06203218922019005, 0.06960388273000717, 0.11494408547878265, 0.10534460842609406, 0.024818476289510727, -0.01816972903907299, 0.007748697884380817, -0.02720576524734497, 0.06493254005908966, 0.0514279305934906, 0.036655765026807785, 0.08218489587306976, 0.039067741483449936, 0.02834230475127697, 2072.872576239493, 0.02563057653605938, 3785.769900760135]",63,cat
2317,data/audio_cat-classification/NAYA_DATA_AUG1X/Mating/cat_youtube64375.mp3,cat,"[-466.4814758300781, 44.636199951171875, -27.204763412475586, -13.107343673706055, 5.261377334594727, 6.126928329467773, -0.784125566482544, 10.254446029663086, -4.531234264373779, -13.547658920288086, -7.129374980926514, -2.834169387817383, -1.9410697221755981, 7.244859218597412, 14.181353569030762, 8.78801155090332, -1.1553161144256592, -8.192586898803711, -7.263652801513672, -2.374666452407837, 0.2032260000705719, 0.03814896568655968, 0.041339170187711716, -0.02918497659265995, -0.014845749363303185, -0.015682756900787354, 0.007122100330889225, 0.010408074595034122, -0.006688693072646856, -0.031251318752765656, -0.016901681199669838, -0.030544504523277283, -0.00097787962295115, 0.0281464084982872, -0.008143506944179535, -0.03932907059788704, 0.027332112193107605, 0.036003246903419495, -0.010523820295929909, 0.0074625564739108086, -0.2735024094581604, -0.04416799545288086, -0.0128540163859725, 0.016079092398285866, 0.015602770261466503, 0.005971608683466911, -0.01810365915298462, -0.017309103161096573, 0.02238386683166027, 0.004405147396028042, -0.018797103315591812, -0.020803766325116158, -0.013146821409463882, -0.004132858943194151, -0.0006460138829424977, -0.0026197414845228195, 0.0009342778357677162, 0.02337532676756382, 0.020442185923457146, 0.00912159401923418, 3280.4133292011315, 0.1403111219406128, 6221.7498779296875]",63,cat
794,data/audio_cat-classification/NAYA_DATA_AUG1X/Defence/Cat_YoutubeLLT42366_aug1(1).mp3,cat,"[-394.44586181640625, 18.646137237548828, 6.699684143066406, -8.58110237121582, -3.6935415267944336, -7.289201736450195, -10.78441047668457, -8.574604988098145, -14.630456924438477, -16.29536247253418, -9.311165809631348, -12.078276634216309, -12.226316452026367, -6.287885665893555, -8.124341011047363, -7.232296466827393, -6.694985389709473, -3.013460397720337, -3.1315855979919434, -1.0405325889587402, 0.3535194993019104, 0.3081069588661194, 0.17381732165813446, 0.08486341685056686, 0.06368419528007507, 0.06536371260881424, -0.052406396716833115, -0.10192932933568954, -0.08996866643428802, -0.12185106426477432, -0.014031460508704185, -0.04200228303670883, -0.09609359502792358, -0.1363217830657959, -0.12347094714641571, -0.11386965960264206, -0.07935304939746857, -0.08028055727481842, -0.10466782003641129, -0.10830298811197281, -0.27234143018722534, 0.028734248131513596, -0.0007539730286225677, -0.0692707896232605, 0.01608409360051155, 0.04308140277862549, -0.061433978378772736, -0.08585824072360992, 0.014491165056824684, -0.009842879138886929, 0.0765991359949112, 0.07811038941144943, 0.038944993168115616, 0.016397085040807724, 0.021756013855338097, 0.0162204597145319, 0.05213644728064537, 0.04935368523001671, 0.028476715087890625, -0.032368529587984085, 4720.2467054020235, 0.21991896629333496, 8625.628270140482]",63,cat
3033,data/audio_cat-classification/NAYA_DATA_AUG1X/Angry/Online_Cat0550VeryAngry_aug1(1).mp3,cat,"[-336.1559753417969, 66.89495849609375, 35.54846954345703, -10.396038055419922, -20.951278686523438, -19.1149959564209, -26.280908584594727, -21.02633285522461, -7.7047905921936035, -3.2672884464263916, -6.837409496307373, -15.630769729614258, -17.536121368408203, -9.57351016998291, -4.420376300811768, -2.008168935775757, 0.5176242589950562, -0.776795506477356, -3.336451292037964, -4.929389953613281, 0.1907171905040741, 0.08645427972078323, 0.13875436782836914, 0.023477571085095406, -0.012039458379149437, 0.0004651299968827516, -0.05158716067671776, -0.08809398859739304, -0.06022429093718529, -0.09419108182191849, -0.09454924613237381, -0.06452565640211105, -0.0022106170654296875, -0.011341259814798832, 0.015405611135065556, 0.012337766587734222, 0.01905662566423416, 0.0340392105281353, 0.06111195310950279, 0.06586472690105438, -0.09246845543384552, 0.04700787737965584, 0.0370158813893795, 0.020516617223620415, -0.007528005167841911, -0.012702657841145992, -0.03310684114694595, -0.014054909348487854, -0.031031789258122444, -0.004363196901977062, 0.010497828014194965, 0.02770916558802128, 0.039994243532419205, 0.022367965430021286, 0.0314670093357563, 0.0306102242320776, 0.014612245373427868, 0.04297653213143349, 0.02602093294262886, -0.004914827644824982, 2254.136224477978, 0.08867001533508301, 3691.3974104256467]",63,cat
2622,data/audio_cat-classification/NAYA_DATA_AUG1X/Warning/Last_addCat355Grl_aug1(1).mp3,cat,"[-290.0769958496094, 74.91295623779297, -37.81204605102539, 11.174538612365723, -46.30399703979492, 3.10048508644104, -15.565560340881348, -0.3711031973361969, 0.6016422510147095, -10.979959487915039, 0.7216978073120117, 1.968015193939209, -3.2615408897399902, -10.311540603637695, -5.810033798217773, -10.825318336486816, -10.91036319732666, -0.3976428210735321, 3.2241179943084717, 6.447015285491943, -2.4486820697784424, 0.04477917030453682, 0.30384013056755066, 0.04927137866616249, 0.16917921602725983, -0.02061283029615879, 0.10722101479768753, -0.004491226281970739, 0.010798800736665726, -0.06656252592802048, -0.01206453237682581, 0.057373885065317154, -0.000750811246689409, 0.03281059116125107, 0.09744340926408768, 0.05947628989815712, -0.025586377829313278, -0.03806194290518761, -0.04479356110095978, 0.008646531961858273, -0.3811202347278595, 0.032070010900497437, -5.647946454701014e-05, 0.0062616318464279175, 0.029616622254252434, 0.005073376465588808, 0.01883888803422451, 0.02538871020078659, 0.011274977587163448, 0.016307426616549492, 0.05312575399875641, 0.047620490193367004, 0.046142902225255966, 0.030375247821211815, 0.003445529146119952, -0.007211131043732166, 0.043896760791540146, 0.04889179766178131, 0.017429307103157043, 0.008331500925123692, 2257.010572235831, 0.08728192001581192, 4471.9324285333805]",63,cat
2233,data/audio_cat-classification/NAYA_DATA_AUG1X/Mating/YashLL_Cat0244Mating_aug1(1).mp3,cat,"[-119.16609954833984, 62.1463508605957, 20.860538482666016, 4.1568074226379395, 4.663817882537842, -28.31687355041504, -8.481419563293457, -28.85806655883789, -13.174286842346191, -9.874204635620117, -7.945880889892578, -4.967294692993164, -6.138543128967285, 0.7614434361457825, -4.770765781402588, -5.5688652992248535, -3.4720206260681152, -3.541409969329834, -2.1891539096832275, -8.107856750488281, -0.3739638924598694, -0.12847289443016052, -0.026808807626366615, -0.015095829963684082, -0.020109664648771286, 0.0818408653140068, 0.11056344956159592, 0.1570775955915451, 0.08716394007205963, 0.05220818147063255, -0.0018380393739789724, 0.0022744168527424335, -0.052993521094322205, -0.04128758981823921, -0.02239108271896839, 0.0601017102599144, 0.045793648809194565, -0.002321570413187146, 0.025519276037812233, -0.004438003525137901, -0.15394669771194458, -0.05371765047311783, -0.04480839520692825, -0.005538323428481817, 0.014408162795007229, 0.052860114723443985, 0.021328670904040337, -0.014137547463178635, 0.021997546777129173, 0.04449383541941643, 0.01307838037610054, -0.0047219982370734215, 0.009503920562565327, -0.005792507901787758, -0.012027685530483723, -0.01240573450922966, -0.0078096105717122555, 0.007171852048486471, 0.03935569152235985, -0.010353892110288143, 3709.127463632595, 0.10354446619749069, 8754.6251953125]",63,cat
1779,data/audio_cat-classification/NAYA_DATA_AUG1X/Mating/cat_youtube64385.mp3,cat,"[-304.531494140625, 71.19508361816406, 37.248565673828125, 4.557472229003906, 6.102713108062744, 2.5998032093048096, 3.865760564804077, 4.477008819580078, -3.2972638607025146, -2.367959976196289, -8.409400939941406, -2.5175716876983643, -5.132227420806885, 1.3361767530441284, -1.2666528224945068, 3.7682392597198486, 2.6035044193267822, 0.17913930118083954, 0.3007054626941681, -2.860861301422119, 0.7031794786453247, 0.019300460815429688, -0.09960811585187912, -0.07887152582406998, 0.02117180824279785, -0.017318475991487503, 0.05117211863398552, 0.05396539345383644, -0.03744935244321823, -0.07466086000204086, -0.09872904419898987, 0.0042981249280273914, -0.04856368899345398, 0.014330392703413963, 0.0468292161822319, -0.041099950671195984, -0.06609517335891724, 0.007031936664134264, -0.07546292990446091, -0.08296152949333191, -0.5815547704696655, 0.023908071219921112, -0.009194297716021538, 0.03369681164622307, 0.01471470296382904, 0.014224214479327202, 0.02244432084262371, -0.04073741286993027, -0.015660837292671204, 0.022592991590499878, -0.023708848282694817, -0.026280159130692482, -0.012371799908578396, -0.016456423327326775, -0.013153254054486752, 0.026157589629292488, 0.02926933579146862, -0.000891038915142417, -0.041961394250392914, -0.02200343832373619, 3346.3726445634893, 0.07171027362346649, 8020.170703125]",63,cat
3915,data/audio_cat-classification/NAYA_DATA_AUG1X/HuntingMind/cat_youtube01160.mp3,cat,"[-402.0851135253906, 59.412227630615234, 4.399423122406006, -2.318659543991089, 8.269401550292969, 7.436236381530762, -11.194951057434082, 0.27903905510902405, -3.7016048431396484, -0.5796357989311218, -5.392993927001953, -6.57717227935791, 3.6203629970550537, 0.3754901587963104, -3.0381956100463867, 0.22881296277046204, -3.964994430541992, -1.6332464218139648, -5.76384973526001, -2.4274721145629883, 0.481458455324173, 0.031801316887140274, 0.051395025104284286, -0.00032426664256490767, -0.013933811336755753, -0.00901272427290678, -0.03150124475359917, 0.037147022783756256, 0.08666969835758209, 0.052617643028497696, -0.02055720053613186, 0.09014774113893509, 0.1472402960062027, 0.05180339142680168, 0.01692223735153675, 0.06310423463582993, -0.014547635801136494, 0.014069827273488045, 0.06112539395689964, -0.019936038181185722, -0.42180147767066956, 0.012350250966846943, -0.02447028085589409, 0.00280122016556561, 0.024922870099544525, 0.010455245152115822, -0.02481050044298172, -0.001181956147775054, 0.009520335122942924, -0.007694002240896225, 0.004830699879676104, -0.04027741402387619, -0.05529295653104782, -0.0013555989135056734, 0.039958056062459946, -0.022723980247974396, -0.016303742304444313, -0.0081024756655097, 0.002565851202234626, 0.034386273473501205, 3656.8062332811774, 0.1721067577600479, 7771.06206022351]",63,cat
4965,data/audio_cat-classification/NAYA_DATA_AUG1X/MotherCall/Last_addCat141Pil.mp3,cat,"[-294.4111022949219, 118.57832336425781, 17.4029598236084, 23.993507385253906, 11.77545166015625, 10.968942642211914, 4.31237268447876, -0.5941033959388733, -9.87656307220459, -6.069037437438965, 2.4393301010131836, -4.9891037940979, -7.672669410705566, -7.088077545166016, -4.294251441955566, -5.277661323547363, -3.542787790298462, -1.4396318197250366, -1.417051911354065, -3.1165823936462402, 0.1533581018447876, -0.15656356513500214, -0.06265949457883835, -0.07079532742500305, -0.054772552102804184, 0.009290228597819805, 0.009457179345190525, 0.012746638618409634, -0.05597032979130745, -0.031040454283356667, 0.09252513945102692, 0.07907430082559586, -0.0248237457126379, -0.11194735020399094, 0.03650505840778351, 0.027447232976555824, -0.09032388776540756, 0.006731164176017046, 0.044336333870887756, -0.029155295342206955, -0.2751418352127075, -0.03116736188530922, 0.09336207062005997, -0.021136127412319183, -0.06519873440265656, 0.02850990556180477, 0.045133017003536224, 0.04766310006380081, -0.005181984510272741, -0.0650784820318222, -0.0208694227039814, 0.02539879083633423, 0.05403225123882294, 0.01656731776893139, -0.04196656867861748, 0.00635778671130538, 0.015257780440151691, -0.014324595220386982, 0.01330382190644741, 0.04081053286790848, 1856.186314308154, 0.0081780469045043, 3585.74040621647]",63,cat
4163,data/audio_cat-classification/NAYA_DATA_AUG1X/Fighting/Online_Cat0441Fit_aug1(1).mp3,cat,"[-219.28953552246094, 67.30103302001953, -115.94320678710938, 52.72666549682617, -4.765193939208984, -8.287139892578125, 17.417192459106445, -6.103531360626221, 14.52547836303711, -20.30717658996582, -6.88416862487793, 7.5001678466796875, -5.793715476989746, 8.630349159240723, 2.7975316047668457, 0.8668556809425354, 0.5948313474655151, -4.801830291748047, -3.8239474296569824, -4.5185227394104, 1.9480901956558228, -0.0050166877917945385, -1.3953953981399536, 0.1395569145679474, 0.21182632446289062, -0.25554072856903076, -0.174221009016037, 0.09181011468172073, 0.1479165405035019, -0.2366563230752945, -0.1354079246520996, -0.04735646769404411, -0.03556416928768158, 0.08748487383127213, -0.004649347625672817, 0.05621562898159027, -0.0474315769970417, -0.0418269969522953, -0.05640125274658203, -0.08760122209787369, -0.9837760925292969, -0.4036973714828491, 0.4240398705005646, 0.14179280400276184, -0.10428716242313385, -0.15833745896816254, -0.04469373822212219, 0.16626927256584167, 0.00828312523663044, 0.09668327867984772, 0.10599657893180847, 0.009372737258672714, 0.07786378264427185, 0.0802745670080185, 0.06061192974448204, -0.10778306424617767, 0.027373870834708214, 0.14662106335163116, 0.06094415485858917, -0.01263690646737814, 2660.361815680096, 0.005733279976993799, 3708.3465576171875]",63,cat
2835,data/audio_cat-classification/NAYA_DATA_AUG1X/Warning/Edit9025Grl.mp3,cat,"[-259.2424621582031, 137.5865478515625, 21.714279174804688, 4.025076866149902, -3.619379997253418, -26.164512634277344, -11.667383193969727, -12.686358451843262, -17.187395095825195, -29.408187866210938, -13.844006538391113, -6.2139363288879395, -5.015047073364258, -16.46860694885254, -3.038007974624634, -5.759069919586182, -16.134750366210938, -6.159239292144775, -9.283824920654297, -4.202897548675537, 1.6627310514450073, -0.0638209879398346, -0.32010799646377563, 0.0084947869181633, 0.05703526362776756, 0.34654203057289124, -0.07886052876710892, -0.16094887256622314, 0.23219840228557587, 0.015030667185783386, -0.17164212465286255, -0.08486797660589218, -0.09799539297819138, 0.030941329896450043, -0.04478206858038902, 0.04357274994254112, 0.13231059908866882, -0.08333839476108551, 0.0864473357796669, -0.07299815118312836, -1.4129152297973633, -0.5905571579933167, -0.04730283468961716, 0.07196546345949173, -0.0738195925951004, 0.15000934898853302, -0.030979594215750694, -0.1615120768547058, 0.09502794593572617, 0.06020185723900795, 0.04865522310137749, 0.07148318737745285, -0.02982940338551998, 0.009980954229831696, 0.06896685808897018, -0.029223324730992317, 0.039453987032175064, 0.03499479219317436, 0.05397835001349449, 0.0011063875863328576, 1489.9232321124541, 0.011994976550340652, 2531.705309681057]",63,cat
4205,data/audio_cat-classification/NAYA_DATA_AUG1X/Fighting/YashLL_Cat0231Fit.mp3,cat,"[-43.583885192871094, 91.77434539794922, -72.37129211425781, 27.42463493347168, -8.326958656311035, 20.68878936767578, -27.561899185180664, 27.1152286529541, -11.110126495361328, 3.108232021331787, -5.689706325531006, 5.068113327026367, -5.322091102600098, 0.6859056949615479, -0.0007150319870561361, -5.230534553527832, 0.6958383917808533, -1.0878126621246338, 3.9647557735443115, -5.634523391723633, 0.2434265911579132, -0.2242618054151535, -0.11338362842798233, 0.009706475771963596, -0.05512257665395737, 0.04626919701695442, -0.051685720682144165, 0.05187240242958069, 0.01696888357400894, 0.051552336663007736, -0.009446075186133385, 0.06569202989339828, 0.0364847294986248, 0.06219257414340973, 0.015025269240140915, 0.05617531016469002, 0.017842330038547516, -0.03336307778954506, -0.0257587730884552, 0.01754719950258732, -0.35694199800491333, -0.06543274223804474, 0.04972079023718834, -0.01989043317735195, 0.06814143806695938, -0.042198605835437775, 0.015182767063379288, -0.05904844403266907, -0.02970951423048973, -0.03905146196484566, 0.020636186003684998, -0.001609268132597208, -0.013956630602478981, -0.028301319107413292, -0.017174415290355682, -0.0021828245371580124, -0.01689871959388256, 0.01753552444279194, -0.004733169451355934, 0.012309999205172062, 2332.9255777064445, 0.009880666621029377, 4159.878011522346]",63,cat
1545,data/audio_cat-classification/NAYA_DATA_AUG1X/Happy/cat02.mp3,cat,"[-413.4681396484375, 95.66776275634766, -31.332908630371094, -3.5513882637023926, -23.89301300048828, 7.2206220626831055, -5.989119052886963, -3.831660032272339, -9.049514770507812, -12.635207176208496, -17.44837760925293, -5.09568977355957, 1.6367183923721313, 14.420733451843262, 14.454743385314941, -0.8753650784492493, -11.198199272155762, -19.7783260345459, -7.944001197814941, 1.9905849695205688, 0.2161000669002533, -0.06329640001058578, 0.09151852875947952, 0.4360644817352295, 0.31321194767951965, -0.047388315200805664, 0.09893004596233368, 0.009528995491564274, 0.06659837067127228, 0.21333792805671692, -0.145568385720253, -0.4571615755558014, -0.20048172771930695, 0.004748731851577759, 0.23446998000144958, 0.1477101445198059, -0.14610789716243744, -0.07848096638917923, 0.055590905249118805, 0.18295131623744965, -0.5577484965324402, 0.13923953473567963, -0.07595156878232956, -0.11274411529302597, -0.034211765974760056, -0.0831831619143486, -0.009601769037544727, 0.04780222848057747, 0.020394116640090942, 0.024774357676506042, -0.05442284792661667, -0.08569177240133286, 0.06621625274419785, 0.08172008395195007, -0.02963840588927269, -0.0018182540079578757, -0.0844074934720993, -0.011167099699378014, 0.05877702310681343, 0.08031896501779556, 1817.7339208799772, 0.011197376064956188, 3181.53076171875]",63,cat
4095,data/audio_cat-classification/NAYA_DATA_AUG1X/HuntingMind/catchatter658_aug1(1).mp3,cat,"[-165.38778686523438, 64.40653991699219, 4.551502227783203, 19.145748138427734, 18.909889221191406, 7.599034309387207, 11.404695510864258, 9.662165641784668, 10.993535041809082, 6.293749809265137, 4.815159320831299, 0.531755805015564, 4.42207145690918, 7.278524398803711, 5.15247917175293, 7.917727470397949, 1.4158844947814941, 5.743504524230957, 1.5246608257293701, 1.5832704305648804, 0.8576444387435913, 0.06488709896802902, -0.03429344668984413, 0.012006750330328941, -0.03604195639491081, -0.04054998606443405, -0.10747268795967102, -0.047361843287944794, 0.0220902431756258, -0.022494755685329437, -0.01656121388077736, -0.021108411252498627, 0.04580511525273323, 0.007586216554045677, 0.012421374209225178, 0.06578102707862854, -0.0007950113504193723, -0.011620457284152508, -0.049238041043281555, 0.021525047719478607, -0.692825198173523, -0.019726432859897614, 0.03409885987639427, 0.08934081345796585, 0.02408440224826336, -0.01597283035516739, 0.027090562507510185, 0.026403235271573067, -0.014901028014719486, 0.011821897700428963, -0.011502002365887165, -0.0012251597363501787, 0.08445979654788971, 0.026212958618998528, -0.08550316840410233, -0.08089137822389603, 0.005545024760067463, 0.028089266270399094, -0.04242599010467529, -0.08602835237979889, 3024.8587730668396, 0.039658740162849426, 7216.211172250601]",63,cat
2554,data/audio_cat-classification/NAYA_DATA_AUG1X/Warning/Online_Cat0313grl.mp3,cat,"[-287.9283142089844, 192.6531524658203, -15.307281494140625, 3.499979257583618, -6.262094497680664, 6.617031574249268, -8.586653709411621, -25.83340072631836, -5.496356010437012, -0.43376606702804565, 0.4547635614871979, 5.905955791473389, 8.295318603515625, 1.5074498653411865, -7.294613361358643, 3.410367727279663, -9.959227561950684, -9.984848976135254, 0.7470356822013855, -8.104743957519531, -3.3432891368865967, -3.2649664878845215, -0.6315652132034302, 0.29877424240112305, 0.09434806555509567, -0.06646070629358292, 0.14073294401168823, 0.5294194221496582, 0.08321536332368851, -0.004296548664569855, -0.04046335443854332, -0.08487711101770401, -0.3479095995426178, -0.24403032660484314, 0.12433560937643051, 0.03903043270111084, 0.16873733699321747, 0.02156398817896843, 0.05276162177324295, 0.22747518122196198, -0.12834559381008148, -0.40005916357040405, 0.1426500678062439, 0.24074818193912506, -0.006012682802975178, -0.1498115062713623, -0.07162391394376755, 0.06723494082689285, -0.16655448079109192, -0.04960630461573601, 0.04556967318058014, 0.11012741923332214, -0.0827648937702179, -0.08263076841831207, 0.09479492902755737, -0.04497567191720009, -0.019548892974853516, -0.07551468163728714, 0.004560154862701893, 0.0753699317574501, 1158.111220650911, 0.022792594507336617, 2057.1791098151407]",63,cat
2670,data/audio_cat-classification/NAYA_DATA_AUG1X/Warning/car_extcoll0279_aug1(1).mp3,cat,"[-145.7321014404297, 62.683815002441406, -6.611238479614258, 6.988630294799805, -22.982830047607422, -3.4828848838806152, -16.160276412963867, -1.65643310546875, -1.5426216125488281, -4.222146511077881, 1.6927452087402344, -3.9313528537750244, -4.838860034942627, -3.6636648178100586, 0.9875423908233643, 0.6519448757171631, -0.4466879069805145, -0.0252059418708086, -4.373020648956299, -4.266740798950195, 1.6613017320632935, 0.35577747225761414, -0.026488684117794037, -0.20840048789978027, -0.0055446866899728775, 0.0014158975100144744, -0.16399182379245758, 0.001677198801189661, -0.03705621883273125, 0.02846766635775566, 0.04014705494046211, -0.022094886749982834, -0.023966174572706223, 0.010650801472365856, 0.04287503659725189, -0.017867304384708405, -0.07335010915994644, -0.09468765556812286, -0.01344082597643137, 0.022709138691425323, -2.2751107215881348, -0.4082886874675751, 0.1963299810886383, 0.010783195495605469, -0.04162721335887909, -0.06675272434949875, 0.08792527765035629, -0.038299836218357086, -0.030688583850860596, -0.05492375046014786, -0.037409331649541855, 0.06521759927272797, 0.08596132695674896, 0.06204449012875557, -0.04802154377102852, 0.001402350957505405, 0.05143696442246437, 0.08828112483024597, 0.030463965609669685, 0.0030348843429237604, 2662.7737316687153, 0.13610410690307617, 5537.703635475852]",63,cat
2918,data/audio_cat-classification/NAYA_DATA_AUG1X/Warning/LastEntry_cat1012Ang.mp3,cat,"[-326.71954345703125, 80.2926025390625, -24.874971389770508, 1.7631176710128784, -11.311273574829102, -3.485990047454834, -3.34499192237854, -14.20658016204834, 8.009393692016602, -6.085574150085449, 8.309295654296875, -5.364856719970703, 3.047886610031128, -14.113821029663086, -3.0162010192871094, -6.369587421417236, 2.4814138412475586, 8.230530738830566, 4.47867488861084, 10.52694320678711, 0.515239417552948, -0.02480274625122547, -0.04134061932563782, 0.030178125947713852, -0.033223263919353485, -0.031721509993076324, -0.0035409375559538603, -0.06652222573757172, 0.030886609107255936, -0.0009575494914315641, 0.04107547923922539, 0.0009232223965227604, 0.022550474852323532, -0.008515147492289543, -0.024666177108883858, -0.0392906554043293, -0.028504496440291405, 0.016478288918733597, -0.017634382471442223, 0.06221136823296547, -0.1933102011680603, -0.07674220204353333, -0.005232182797044516, -0.026397069916129112, -0.02716481313109398, -0.012409324757754803, 0.011158025823533535, 0.00394295621663332, 0.005263968836516142, 0.014574677683413029, 0.0011441785609349608, 0.0285386610776186, -5.625339690595865e-05, -0.001216572243720293, -0.023169150575995445, -0.011790890246629715, -0.015864791348576546, -0.019861064851284027, -0.027812326326966286, -0.009249909780919552, 2490.7965503248215, 0.06303820013999939, 4770.579727836277]",63,cat
5397,data/audio_cat-classification/NAYA_DATA_AUG1X/Resting/cat_youtube01287.mp3,cat,"[-304.99151611328125, 134.63856506347656, 7.5383687019348145, 4.706596374511719, -14.048050880432129, -5.665841102600098, -8.208662033081055, 5.772552013397217, -11.973191261291504, -10.260168075561523, -17.962207794189453, -6.184728145599365, -5.946514129638672, -4.569161891937256, -11.161627769470215, -3.2313835620880127, -5.190649509429932, -0.4976823031902313, -7.955526351928711, -1.7786191701889038, 0.15563929080963135, 0.029226072132587433, -0.0269816592335701, -0.003278883406892419, -0.015379049815237522, -0.01454957202076912, -0.012288111262023449, -0.03905956447124481, 0.008983026258647442, 0.029410159215331078, 0.015051302500069141, -0.003800643142312765, 0.015036196447908878, 0.023657893761992455, 0.03295430168509483, -0.0029393190052360296, 0.005397382657974958, 0.0019732462242245674, 0.0011340044438838959, -0.03047526441514492, -0.19927272200584412, -0.046909183263778687, 0.002289712429046631, 0.020916124805808067, 0.021026568487286568, 0.0024972569663077593, 0.011645008809864521, 0.0007873757858760655, 0.019778938964009285, 0.011989366263151169, 0.014055341482162476, -0.002236746484413743, -0.0020476605277508497, 0.011733634397387505, 0.010335294529795647, 0.005788721609860659, 0.004716209601610899, 0.010031710378825665, 0.012030811049044132, -0.00856052991002798, 1624.7004832455116, 0.01147088035941124, 3386.09619140625]",63,cat
5472,data/audio_cat-classification/NAYA_DATA_AUG1X/Resting/cat_flickr01402.mp3,cat,"[-583.193359375, 53.30232620239258, 6.88830041885376, 2.6389501094818115, -10.244623184204102, 8.789092063903809, -9.532459259033203, -4.106198310852051, -15.565573692321777, -5.339161396026611, -8.358930587768555, 4.0790114402771, -9.340962409973145, -3.7915217876434326, -13.042102813720703, -2.2444398403167725, -5.11008882522583, -1.402753233909607, -7.620304107666016, -2.9418530464172363, 0.3523295819759369, 0.01733427681028843, 0.015160304494202137, 0.019482802599668503, -0.021340826526284218, 0.0007867119275033474, 0.00824909470975399, -0.019213367253541946, -0.010992888361215591, -0.013267061673104763, -0.002985794097185135, 0.0188670102506876, -0.007434391416609287, -0.03591626137495041, -0.02823343127965927, -0.002326121088117361, 0.0005139121203683317, 0.02591843716800213, 0.00442963931709528, 0.007071059197187424, -0.2372308075428009, 0.006381525192409754, 0.019706038758158684, 0.02419523149728775, 0.04934217035770416, 0.03839509189128876, 0.012682230211794376, -0.002140660770237446, -0.003686754498630762, 0.01253062579780817, 0.03706920146942139, 0.006410133559256792, 0.012386089190840721, 0.007242681458592415, 0.029170595109462738, 0.016678642481565475, 0.015601816587150097, -0.005958595313131809, -0.007552123628556728, 0.010321401990950108, 3703.555975595292, 0.17705132067203522, 7587.40088619403]",63,cat
530,data/audio_cat-classification/NAYA_DATA_AUG1X/Paining/Last_addCat129584Res.mp3,cat,"[-268.515380859375, 112.15648651123047, -64.49811553955078, 4.509260177612305, -14.044960021972656, 2.8574843406677246, -7.966353416442871, 10.436946868896484, -18.30699348449707, -1.2047911882400513, -8.301005363464355, -2.9391467571258545, -2.3626832962036133, 3.548809051513672, 9.260533332824707, 6.595407009124756, 6.720757007598877, -0.4252575635910034, -0.604220986366272, -0.5334388613700867, -1.3734904527664185, -0.274803102016449, 0.3178165853023529, 0.021472223103046417, 0.15313628315925598, 0.07318069785833359, 0.09720291942358017, 0.06329327821731567, 0.04887135326862335, 0.024614479392766953, 0.11331889778375626, -0.043889980763196945, -0.16124363243579865, -0.12208347022533417, 0.013957631774246693, 0.041703417897224426, 0.019461631774902344, 0.0655335858464241, 0.08668921142816544, -0.00562708405777812, -0.6364057064056396, -0.09308695793151855, 0.14421650767326355, -0.04512082040309906, 0.06828632950782776, -0.03470589220523834, 0.028667684644460678, -0.040567368268966675, 0.0348757766187191, -0.0017077622469514608, 0.0013061302015557885, -0.043970223516225815, 0.024884428828954697, 0.02162327989935875, 0.045162949711084366, 0.03493283689022064, 0.020836513489484787, -0.005398865789175034, -0.03213569521903992, 0.02000388875603676, 1869.7740254018029, 0.005633315071463585, 3262.6026267776947]",63,cat
